CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
12642	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3223	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10989	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7876	2	13	8	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11762	2	13	8	6	1	1	1	5	1	1	5	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
328	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1
2056	2	14	8	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1
4435	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
399	1	14	8	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3295	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3273	2	13	8	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6315	2	13	8	2	3	2	1	5	1	1	1	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1
6031	2	14	8	2	5	4	1	2	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	1	2
9307	2	14	8	2	4	4	1	1	1	1	1	1	1	1	1	2	2	5	1	1	2	1	1	1	1	1
5320	1	13	8	6	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
6145	1	14	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7339	1	13	8	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
12	2	14	8	6	2	2	1	2	2	1	3	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1
2757	2	14	8	2	5	2	1	2	1	1	2	3	3	3	3	2	2	1	1	1	1	1	2	2	2	1
2841	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8350	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1792	1	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1824	1	13	8	2	1	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3446	1	12	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
4057	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5605	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7694	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12087	1	14	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12545	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1170	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3449	1	13	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7149	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2768	1	14	8	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8345	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1490	1	14	8	2	5	4	4	4	1	1	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1
3524	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5501	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	3	4	3	4	4	4	4	4	4	4	4
7381	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9338	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
10024	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11424	1	14	8	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11882	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1941	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9228	1	13	8	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
12391	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6468	2	14	8	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8904	2	14	8	2	4	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9097	2	14	8	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1773	1	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7582	1	13	8	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2234	2	14	8	3	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
5455	2	13	8	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12525	1	13	8	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
897	1	13	8	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2582	1	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2424	2	14	8	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3175	2	13	8	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10559	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
7864	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9345	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
224	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8955	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2277	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12502	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5801	1	13	8	2	2	1	3	5	5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
347	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
815	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6066	1	13	8	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
9051	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10463	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3174	2	13	8	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6802	2	13	8	2	2	3	5	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
8060	2	13	8	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
866	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9843	1	14	8	2	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
8087	1	13	8	7	5	5	4	3	5	5	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
645	2	15	8	1	5	1	1	5	1	5	5	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1
8574	2	13	8	1	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
469	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11514	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9239	2	14	8	1	2	2	1	1	1	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3919	1	14	8	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4901	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1226	1	15	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9279	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1342	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2947	2	14	8	2	2	1	1	2	1	5	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1
9679	2	13	8	2	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
4041	1	15	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
9754	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1
5937	1	15	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8049	1	14	8	NA	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5948	2	15	8	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9661	1	13	8	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
103	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8148	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11634	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11754	1	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9236	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
214	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
789	2	14	8	6	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4200	2	14	8	7	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9716	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12293	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11257	2	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7362	1	13	8	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1458	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9005	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2
11484	1	13	8	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4182	2	13	8	2	1	3	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1
6032	2	13	8	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1
10994	1	15	8	2	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2
3963	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5539	1	14	8	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8269	1	13	8	1	1	5	5	5	3	2	2	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1
9114	1	13	8	6	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10763	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1242	2	13	8	2	4	2	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1	1	2	1	2	1
6288	2	14	8	3	2	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1
10037	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10870	2	14	8	6	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11664	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11834	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11740	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1969	2	13	8	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10542	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11588	1	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4788	2	14	8	7	2	3	1	4	1	1	4	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1
9409	2	13	8	1	2	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8818	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11960	1	13	8	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1
334	2	14	8	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7120	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8384	1	14	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8474	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11504	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1060	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1253	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6708	2	14	8	2	3	2	2	3	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1
10630	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2705	1	15	8	1	1	2	3	2	4	3	2	4	2	3	2	1	3	1	1	1	1	1	1	1	1	1
8505	2	13	8	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11340	2	13	8	2	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7936	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5870	2	13	8	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
11827	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8054	1	13	8	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2725	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3147	1	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9729	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12402	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
408	2	13	8	2	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
2802	2	12	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5573	2	13	8	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
7638	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8144	2	13	8	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11786	2	13	8	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8434	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12621	1	13	8	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1
6384	2	13	8	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9482	2	13	8	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12607	2	13	8	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
4075	1	13	8	6	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
10708	2	14	8	2	1	3	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
5186	1	14	8	1	3	3	2	3	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
5031	2	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6432	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6796	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9419	2	13	8	1	2	1	1	5	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1
2917	1	13	8	2	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10219	1	13	8	1	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10705	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1927	1	14	8	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2501	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3182	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5041	1	14	8	1	1	2	3	2	4	3	2	4	4	2	2	1	2	3	2	2	2	4	4	3	2	1
9886	1	13	8	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
10124	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10845	1	15	8	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
4523	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10202	1	13	8	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
5920	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3692	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3896	2	13	8	2	5	5	3	5	4	5	5	5	3	5	4	2	1	1	1	1	1	1	1	1	1	1
8504	2	13	8	2	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10126	2	13	8	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6478	1	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11758	1	13	8	6	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	5	5	5	5	5	5	5
3961	2	13	8	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7151	2	15	8	2	1	2	1	3	1	1	3	1	1	1	1	3	2	1	1	1	1	1	2	2	1	2
7657	2	13	8	2	2	3	1	4	1	1	4	2	1	2	1	5	5	5	1	5	1	2	1	2	1	1
11586	2	13	8	2	2	2	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1
3417	1	13	8	7	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5669	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1642	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48	2	13	8	6	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
84	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1077	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2499	2	13	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3140	2	13	8	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3406	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2
8465	2	13	8	2	1	1	1	1	1	1	5	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
1683	2	13	8	6	1	3	1	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3794	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5417	1	13	8	2	2	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1
1432	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
7473	1	14	8	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5288	1	14	8	2	2	2	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10478	2	13	8	6	2	2	1	2	1	1	4	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
2213	1	13	8	2	2	1	1	1	1	1	1	1	1	1	1	5	5	5	4	3	1	4	1	1	1	4
7904	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8546	1	13	8	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
9611	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	1	1	1
6791	2	13	8	1	1	2	1	2	1	1	4	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1
7961	2	14	8	7	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10818	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
4824	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8480	1	13	8	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12400	1	15	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
11595	2	13	8	2	5	5	2	5	1	1	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1
2775	2	15	8	2	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6382	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
360	1	16	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11291	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2948	2	14	8	1	1	3	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1
8798	2	14	8	2	2	1	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11136	2	13	8	2	5	1	1	4	1	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6143	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11253	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6376	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
2314	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10382	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3126	2	14	8	1	5	1	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
6450	2	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7541	2	15	8	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7298	1	14	8	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
4053	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	1	1	2	2
2354	2	13	8	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9168	2	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2244	1	14	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2656	1	13	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10781	1	13	8	1	2	3	1	2	1	1	1	3	1	3	1	4	2	2	1	1	1	1	1	1	1	1
6157	1	14	8	2	1	4	2	5	1	3	5	2	4	2	2	1	3	1	5	2	5	3	2	5	1	3
5737	2	13	8	1	1	1	1	1	1	1	1	1	1	1	1	5	1	4	1	1	1	2	1	1	1	1
9474	2	13	8	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
721	1	14	8	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1371	1	13	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2549	1	13	8	1	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1
7311	1	13	8	2	1	4	1	4	1	1	4	1	1	1	1	5	5	1	1	1	1	5	1	1	1	1
10308	1	13	8	1	5	4	1	3	1	5	3	1	1	1	1	3	1	2	3	1	1	3	1	1	1	1
10433	1	13	8	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11106	1	14	8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
